user_id,session_id,source_file,label,click_approach_speed_ratio_mean,click_approach_speed_ratio_median,click_double_click_count,click_double_click_mean_time,click_hesitation_mean,click_hesitation_median,click_hesitation_std,click_pre_path_mean,click_pre_path_median,click_x_entropy,click_y_entropy,keystroke_burstiness,keystroke_inter_key_mean,keystroke_inter_key_median,keystroke_inter_key_skew,keystroke_inter_key_std,mouse_acceleration_mean,mouse_acceleration_skew,mouse_acceleration_std,mouse_curvature_mean,mouse_curvature_std,mouse_curvature_velocity_corr,mouse_direction_changes,mouse_jerk_mean,mouse_jerk_std,mouse_movement_entropy,mouse_path_straightness,mouse_speed_kurtosis,mouse_speed_mean,mouse_speed_median,mouse_speed_p10,mouse_speed_p25,mouse_speed_p75,mouse_speed_p90,mouse_speed_p95,mouse_speed_p99,mouse_speed_skew,mouse_speed_std,mouse_tremor_peak_power,scroll_acceleration_mean,scroll_acceleration_std,scroll_burstiness,scroll_direction_entropy,scroll_idle_ratio,scroll_velocity_mean,scroll_velocity_std,session_click_count,session_click_ratio,session_idle_ratio,session_keypress_count,session_keypress_ratio,session_mouse_move_count,session_mouse_move_ratio,session_scroll_count,session_scroll_ratio,session_time_entropy,session_total_events,session_unique_elements,time_burstiness,time_inter_event_kurtosis,time_inter_event_mean,time_inter_event_median,time_inter_event_p10,time_inter_event_p25,time_inter_event_p75,time_inter_event_p90,time_inter_event_p95,time_inter_event_p99,time_inter_event_skew,time_inter_event_std,time_longest_pause
1070817032,qyqmgreeo,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0.5127777777777778,0.42,0.277010139316146,20.62989716309775,12.00389691313216,2.6416041668587074,2.5032583339100283,0.677832801835537,0.5560153846153846,0.14,7.840053869652034,2.895704019576946,1470.6969954507638,0.5700994368476167,41349.544030923906,0.5091626603487159,2.745128070536404,-0.09727002195236986,18,-298159.27779020614,3267136.2819346692,3.725863031570561,3.8696922808772776,4.613467518845776,949.329132952296,565.9615711335886,47.61904761904761,230.32053618177906,1292.584261515217,2541.2158070061223,3166.738079538677,4451.19182435196,1.937583040850078,1076.3300275172012,0,0.0,0.0,0.06012951807228916,-1.4426951601859516e-10,0.49092160962921405,0.0,0.0,9,0.01607142857142857,0.010939970418728007,66,0.11785714285714285,152,0.2714285714285714,333,0.5946428571428571,1.2590417726817658,560,3,0.31020370904578143,31.974794046623806,0.07015026833631484,0.019,0.016,0.017,0.059,0.149,0.260400000000001,0.7467399999999981,4.926560494485517,0.13324389098798012,1.429
1070817032,rj3drnghg,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,1.0335714285714286,0.445,1.0946867597814527,48.4759308868424,20.84912987558169,2.235926349907685,2.235926349907685,0,0,0,0,0,2236.549230417467,0.7762457667540743,70877.34563887006,0.6748677705957175,6.372283055194595,-0.05548782563431113,21,-675215.0208546123,9066456.039932197,4.033705407385362,9.233447625548877,19.869770649824083,1013.8210471616371,519.4678967922407,29.41176470588235,146.4823531119693,1192.8396030630101,2484.8680070589658,3525.9531918094062,7654.277861853979,3.798463173889423,1517.4668445348752,0,0.0,0.0,0.09403501945525293,-1.4426951601859516e-10,0.981572825350156,0.0,0.0,7,0.015350877192982455,0.9803169989485218,0,0.0,191,0.41885964912280704,258,0.5657894736842105,0.022573255170980244,456,3,0.9082656514447252,449.980597277407,2.8823890109890122,0.017,0.016,0.016,0.033,0.10720000000000028,0.26689999999999986,0.926159999999993,21.25958114410066,59.9596991801672,1280.445
1070817035,zjgkp6yc3,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44531.531875333945,1.062957706336397,169342.29290604976,0.18548080682969093,0.6803653690750779,-0.28311913613880363,5,-8520248.614671588,33379643.364039157,3.203452722380286,13.535240632717056,6.136521580496124,2161.269602629943,1802.7756377319947,50.10893246187365,742.0296801026616,2924.7742497419767,3897.4183246185967,6673.072583834205,9582.616044955796,2.1400307204175073,2166.3763093378802,0,0.0,0.0,0.09940000000000002,-1.4426951601859516e-10,0.900639744102359,0.0,0.0,0,0.0,0.1127548980407837,0,0.0,68,0.918918918918919,6,0.08108108108108109,0.6684060880040621,74,0,0.49528386066585656,37.90507661272536,0.06852054794520547,0.017,0.012400000000000001,0.016,0.017,0.2293999999999993,0.3126,0.8022400000000012,5.777630637674052,0.20300058098230114,1.564
1070817036,9tse7miwv,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512.7664140391194,1.5647135043236107,34666.37224631021,0.4492620415018034,2.838103142073448,-0.10143177686786745,16,-484125.78911178466,3633572.5203907643,3.429297033740106,8.685989185577409,1.4641379925356555,696.2058217823147,444.44444444444446,27.655140050043507,131.5334104411641,1084.6522890932808,1712.915589282544,2154.2396914338256,2994.2923025512637,1.3057114915199732,703.6484095826007,0,0.0,0.0,0.09860714285714287,-1.4426951601859516e-10,0.5397949829152429,0.0,0.0,0,0.0,0.18409867488957413,0,0.0,110,0.6586826347305389,57,0.3413173652694611,0.5690196537508829,167,0,0.5557242543517275,33.47070256404202,0.07228313253012049,0.017,0.015,0.016,0.017,0.0485,0.23950000000000002,1.5319999999999996,5.668668224300123,0.2531144758963018,2.004
1070817037,9gawa7roh,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0.94,0.94,0.0,0.0,0.0,-1.4426951601859516e-10,-1.4426951601859516e-10,0,0,0,0,0,28391.243235757454,5.591828078618959,184054.73926235037,0.39123792546649455,1.4765264450354896,-0.11114226734280948,9,-6507473.428120374,42113338.05600765,3.6948504333475354,6.98878680129089,3.3759809670148764,1588.9042689144987,864.4832172036338,51.97845574121915,231.31987725787872,1706.4190247736751,4475.429019871121,6866.822149519784,8879.38372727227,2.0102577311677723,2112.4810315628483,0,0.0,0.0,0.0560377358490566,-1.4426951601859516e-10,0.5616236162361623,0.0,0.0,1,0.00684931506849315,0.0,0,0.0,91,0.6232876712328768,54,0.3698630136986301,1.0492274736385816,146,1,0.3653283654209882,42.50349054488132,0.046724137931034485,0.017,0.012,0.016,0.019,0.10799999999999997,0.22919999999999977,0.37428000000000017,5.7346801825672395,0.10051464005624329,0.94
1070817037,1mjjsagip,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0.2885,0.2885,0.0905,38.672467885540414,38.672467885540414,0.9999999997114609,0.9999999997114609,0,0,0,0,0,31349.597789836433,0.08749524186315061,184408.18963550206,0.14142476749179284,0.5330837350609899,0.086936664942589,16,-5735427.89473206,25354472.66530707,3.2337806551392623,11.11130411275819,4.044886478976226,2643.1626775245295,1104.8261445466405,33.433680426203935,128.68856214843422,3918.8968053056924,7063.487922990149,10221.311413903222,14851.432712514328,1.9912610330923615,3528.713909240143,0,0,0,0,0,0,0,0,2,0.01834862385321101,0.8678758050795967,0,0.0,107,0.981651376146789,0,0.0,0.07584150608860807,109,2,0.7935661094335212,102.21436171577395,0.6095555555555556,0.017,0.0117,0.016,0.018,0.1983,0.3358999999999996,2.286289999999996,10.189876028759704,5.296020839120165,55.289
1070817037,nzttgirp5,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12947.528129120534,1.7449304273921218,117017.53633038038,1.2721562708612992,5.709692768833221,-0.3348286448493262,1,-4633233.505000087,23312056.85588271,2.707282063272459,9.515599106037161,-0.8809060866584848,2918.9464470799153,2446.6628638924026,469.64749945402673,1478.2660517708352,4314.577875072784,6017.533680328506,6239.29096384176,6263.7330313559,0.3392902341262458,1902.0176648358047,0,0.0,0.0,0.07267283950617284,-1.4426951601859516e-10,0.1225311172393233,0.0,0.0,0,0.0,0.056942684653797426,0,0.0,24,0.12834224598930483,163,0.8716577540106952,0.9381513237471628,187,0,0.4579057535987653,34.97853036321062,0.07213440860215055,0.017,0.016,0.016,0.02,0.14,0.3295,0.9203500000000001,5.370852998647636,0.19399794422734276,1.764
1070817037,3fgm7mv44,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0.393,0.393,0.0,139.254430405779,139.254430405779,-1.4426951601859516e-10,-1.4426951601859516e-10,0,0,0,0,0,35903.02148466301,1.621661941059072,181013.27147062836,0.5096505256657692,2.2142756827322363,-0.30732358439667146,1,-9675133.305418603,32826284.555067867,2.5272925838032827,5.05786689892428,0.9719482022324102,2592.3466163415537,2103.502665557645,188.36329386538208,1355.5395702845249,3552.0897753385475,5015.922274419861,5973.601034847724,7748.45788062772,1.0151321474395083,1956.9943404687756,0,0.0,0.0,0.027730158730158726,-1.4426951601859516e-10,0.5083028426681677,0.0,0.0,1,0.011111111111111112,0.0,0,0.0,25,0.2777777777777778,64,0.7111111111111111,1.114956019207533,90,1,0.30438069641779264,12.810770831121182,0.039921348314606746,0.017,0.0158,0.016,0.017,0.05420000000000005,0.21559999999999996,0.39720000000000016,3.5844432599593943,0.07485795158188593,0.428
1070817037,zrczfj5hj,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0.43533333333333335,0.424,0.044813192502010185,103.29089599624588,108.9862204358401,0.9182958337659504,1.5849625002883474,0,0,0,0,0,12711.527339962382,1.4459728514407812,87810.66466965692,0.7614057792275822,3.3485302436678803,-0.14248079200272684,19,-1743101.4591738228,11366900.046960548,3.514803043189141,2.809062877663815,10.521871356677128,1331.0791949196366,448.7637339278753,22.857142857142858,83.1890330807703,1354.219345084863,3886.3710163127766,4939.587158259412,9333.919655446505,2.863589548955522,2077.0887196765498,0,0.0,0.0,0.06589552238805972,-1.4426951601859516e-10,0.5206817935077624,0.0,0.0,3,0.01694915254237288,0.0,0,0.0,106,0.5988700564971752,68,0.384180790960452,1.5025734646105362,177,1,0.32132541917262863,11.344061556120154,0.05233522727272728,0.017,0.016,0.016,0.029,0.10750000000000001,0.304,0.4995,3.4391562697083105,0.1018925241924646,0.563
1070817037,539gtyqju,interactions-2025-09-18T19-45-05-915Z.json,1,0,0,0,0,0.554,0.554,0.04899999999999999,0.0,0.0,-1.4426951601859516e-10,-1.4426951601859516e-10,-0.24101574236053985,0.13679999999999998,0.09,0.7944541011819775,0.08366456836678236,19912.502892923774,1.0951590908215934,151238.35492335694,0.06985963255224509,0.21988319327492498,-0.24727780260029092,3,-5228436.422849822,22016958.737300284,1.8886678916013935,1.1374120293485381,1.5188870974705928,2131.3468006876574,1019.8039027185571,68.11145510835914,125.0,2587.3624493766706,6123.831045127421,7403.366879351976,10035.337715773901,1.5174161687494923,2732.5186456686947,0,0.0,0.0,0.04022972972972973,-1.4426951601859516e-10,0.4943953804347826,0.0,0.0,2,0.017094017094017096,0.023097826086956506,6,0.05128205128205128,34,0.2905982905982906,75,0.6410256410256411,0.9385820155191217,117,1,0.42367488572086226,47.60456090023569,0.05075862068965517,0.017,0.0155,0.016,0.02,0.0865,0.20450000000000002,0.4835499999999992,6.334626352127725,0.12538716734988686,1.136
